Mean,StdDev,Entropy,Kurtosis,Skewness,MinValue,MaxValue,Range,UniqueByteCount,Hash,Label
129.9,85.22259090170868,4.321928092001972,-1.3318779328086165,0.040693702780269354,1,255,254,20,0b4cf6f28e248856018bfe2c83d6820fb630d2ff,RC4
139.4,74.59048196653511,4.221928092146242,-1.0035560525561829,-0.45646606528962735,2,243,241,19,0255cce6b21098680ed5d732a2b6e071a259f396,RC4
149.6,72.0627504332162,4.221928092146242,-0.9815073717978073,-0.23718230572675256,10,248,238,19,244cadf0f431ae7c0a81c5529eb89871f179f1f8,RC4
140.9,69.26752485833458,4.321928092001972,-0.7013228443050905,-0.3563409728719516,3,246,243,20,754da3ecb31ca5610395c21b88d0a773f260f6ad,RC4
140.5,74.15288261423153,4.221928092146242,-1.190020887483175,-0.13591356829953538,7,253,246,19,2907d5e08f2db2457d89ed339fb29c41be5bf8fd,RC4
138.8,77.8746428563239,4.221928092146242,-1.0716647923349012,-0.23329803440145136,7,251,244,19,077bf6f794219c4707b5fb24a8d38048ab74e8ac,RC4
127.0,78.0044870504255,4.221928092146242,-1.353849443280477,-0.13008426008668447,13,253,240,19,1355cde7851da31319d9d058b487940dbe3493fd,RC4
124.4,72.77595756841679,4.084183717182338,-0.929035304103691,-0.2941190432192002,0,248,248,18,7567c293f806a4430c92e61c93a197009333d1a0,RC4
139.8,61.83898446772877,4.321928092001972,-0.5806967268082435,-0.4093842983857115,1,234,233,20,3747eae08401a54879d0c43caad9857eb57b959e,RC4
132.9,62.18995095672612,4.321928092001972,-0.498801055433435,-0.23850521387151222,0,251,251,20,0055d098852686632fd1c552a9a6b46a8268fba8,RC4
131.25,68.21427636499563,4.321928092001972,-1.1686551822250046,-0.014629975083476106,17,243,226,20,2655f3eaad11894333d4d923b081935b9759c786,RC4
130.55,63.768703138765495,4.321928092001972,-0.5918108365475998,-0.035579733219545585,15,248,233,20,0f6df898b460874423a1de1bab889c7a8a4cec80,RC4
138.05,79.54274008355507,4.221928092146242,-1.2164199703140413,-0.12111415959870006,15,251,236,19,1270e2ccf12c9a521085f70fb08c986af230fb9a,RC4
132.5,70.75273846290332,4.321928092001972,-0.7759205421286541,-0.295912156988668,1,249,248,20,0275d7f98f26bb5401afc4588ea6b55f9735ef80,RC4
146.45,78.10280084606441,4.321928092001972,-0.9411014129439765,-0.4826356894682842,0,252,252,20,1177e3f5a30c984f71d1e73bb2a9b900b76ae6fc,RC4
147.7,70.90070521511052,4.321928092001972,-0.8924881406543439,-0.2604480028347922,11,255,244,20,0b73ec968138d96239b4ff1ebda7b576f77beba0,RC4
132.2,62.061743449568034,4.321928092001972,-0.9738848644712568,-0.18636825243170194,15,236,221,20,0f54acc7a524d2622bd0ec588b81976d8045cca1,RC4
133.55,67.71371722184509,4.321928092001972,-0.8831342661632506,-0.283786887790008,13,249,236,20,0d7dd5c9f916a9682d85e31dae8ab249b66a9a88,RC4
139.55,70.31178777417055,4.221928092146242,-0.8112842866405185,-0.34403428714693296,1,243,242,19,0173c8ecaf1cdd4f1c82f33f9194b176ad74eaa1,RC4
132.4,75.27044572739024,4.321928092001972,-1.21355870599927,-0.12080219958785296,9,250,241,20,2e09c2e4f266ad152083fa239dd4844d8267caac,RC4
135.45,72.28172313939396,4.221928092146242,-0.7895689269299542,-0.04203670426466677,12,253,241,19,0d78fdf191238c7e2cd0fc5a8f82850cac60d88c,RC4
143.35,75.8605793544974,4.221928092146242,-1.0902477491561537,-0.09642207989669825,9,255,246,19,3109f7d7a737b36f2597822affb5b175fd6cf789,RC4
132.8,69.10542670442025,4.321928092001972,-1.1764583003173188,-0.30928898056167503,17,239,222,20,3a4ed3efaa1ab91f11a7ce269193a15cad77e4a5,RC4
126.2,60.29477589310702,4.321928092001972,-0.6865870360908923,-0.542040112752728,4,210,206,20,7177a2cda904d250138bc61ca381904a914dc496,RC4
141.45,72.95373533959724,4.121928092290512,-0.6742768804532182,-0.5260088435717197,0,254,254,18,0f6eaae09a00af4c7db3c50cfe97e07ba846e8aa,RC4
138.85,71.98699535332754,4.221928092146242,-0.5635682945528382,-0.5624175258136622,0,242,242,19,720aecc88402d86100b9d658f2b9bc7e876790a0,RC4
160.2,69.60574688917576,4.221928092146242,-0.9939841078063876,-0.4432344542577407,14,244,230,19,0e65aaf4f362da6f2ed5f252f3b9e070bd66c9a6,RC4
144.75,78.07872629596362,4.321928092001972,-1.4725990439212011,-0.2893256448371185,25,245,220,20,1977d7d5f51ba1501fd9cc3bb0d8a540f032ef95,RC4
138.45,78.53691807042087,4.321928092001972,-1.2341790428870612,-0.23684744149572431,17,247,230,20,2d69afe28914d31619d18611f2a59f63b26cf5f7,RC4
139.5,58.39734583009745,4.321928092001972,-0.4824826293170723,-0.17314174317461162,16,231,215,20,2577e3e78610857071bae25e8ed6a252b462908c,RC4
151.45,68.98005146417333,4.221928092146242,-0.6291112798639995,-0.3001542483088819,8,247,239,19,777ed5f7b013807c7fd7e208f083ef5c8363ed84,RC4
132.9,69.97492407998739,4.321928092001972,-0.7300201011294454,-0.2826822620649426,2,242,240,20,0271f2ef9812a35f0f99863b8fb9e16aa95bd58d,RC4
137.3,66.49443585744599,4.221928092146242,-0.8932177727655137,0.07153570801574831,20,255,235,19,2e57cdc2893ba4147fa2f93affa3e5408966958b,RC4
145.85,70.45230656266692,4.321928092001972,-0.8466187109016126,-0.2732200619075656,0,247,247,20,3477f2d88166936424b9ce008da3e54baf73eef7,RC4
133.7,72.2593246577907,4.221928092146242,-1.210415404693482,-0.20361332618493275,13,239,226,19,3345deee910da5690fa2d32495d3a3549342efb7,RC4
146.0,79.77405593299115,4.121928092290512,-1.2278431729950205,-0.3156223557732714,3,246,243,18,725bd2d8f63ba75724badf03f58dba0cf54aed8e,RC4
133.5,64.94189710810734,4.321928092001972,-0.83765505099591,-0.3145217071536168,6,240,234,20,064dabe3f06daa7121b1d12088a982579745c5a7,RC4
137.15,61.72704026599688,4.221928092146242,-1.0624965643063642,-0.24839638459130264,29,228,199,19,2772c2d2853ea7671dace429b399e46a9d55d087,RC4
124.35,60.20321835251002,4.221928092146242,-0.6889546924745766,-0.3722223775975288,7,218,211,19,335dd7caa932a0540c9187078c829f5d9368daad,RC4
133.75,68.66212565891038,4.221928092146242,-1.1761791955475402,-0.023840618559534236,15,241,226,19,3b51ec94851b9c470fb2d83a80d9b551f167d684,RC4
123.45,58.626337937824495,4.321928092001972,-0.177530823043746,-0.031206492223401768,10,254,244,20,0a47c3c48117924431a7fe5c84968e5e86759498,RC4
142.55,67.50516646894518,4.221928092146242,-0.9280671517851213,-0.03537178400102782,14,253,239,19,0e4ac2eff72c8a4f78b8fd3e9699995c8b6adbbf,RC4
144.15,58.9222156745654,4.321928092001972,-0.7619144399400706,-0.16523167827566682,22,240,218,20,7579ad90b016db547fd6825a84d4b355f033e18e,RC4
148.45,60.18344872138851,4.221928092146242,-0.707991558704586,-0.29754716114049184,25,243,218,19,7372d1e4ac37bd7e3bbaf319f0aca06daa5792a4,RC4
127.5,71.88984629278323,4.321928092001972,-0.9879672002310409,-0.37341949761502735,2,242,240,20,0854f2d7ba05ae6e0282d92fa4b9b84f86469b9f,RC4
123.6,74.17573727304637,4.221928092146242,-1.1543615607334243,-0.3591888459595226,8,234,226,19,1408d3ea8d0faa7413b1cd3c8e948408a077e0a3,RC4
124.15,63.918131230504535,4.221928092146242,-0.9096761606742074,-0.2670377278287589,11,230,219,19,350ba3e6b52ddc457884cc2d8e8ca40d9e6d9785,RC4
124.95,59.13922133406899,4.321928092001972,-0.3640498688318927,-0.13429813732593954,10,231,221,20,130adfd79038807433828752868ee76f95699ba3,RC4
136.65,62.05745321877139,4.221928092146242,-0.49092333427497437,-0.2539663896513178,6,252,246,19,3056fcd1a20693762a91c55cb1949f78a04ee3a0,RC4
141.45,59.39147666121798,4.221928092146242,-0.7701754362931186,-0.36858870132048144,23,247,224,19,7367a9c38617a84e2886d238bfb8be6db770f7bc,RC4
137.5,69.03875723099308,4.321928092001972,-1.2879973916656753,-0.0770054949964135,33,243,210,20,2d46e8d7f32f917622b1d321a0b39053854feaa8,RC4
137.7,66.88056518899941,4.321928092001972,-0.8431528516835463,-0.3590603165828216,14,245,231,20,0e78a2d6f53c891130a9ec3fb4ae806eac7bc0be,RC4
126.35,73.40931480404922,4.221928092146242,-1.1970361388784512,-0.3580057396505736,1,240,239,19,120da9c79134866c2ab7d9208cabb201f06cd1a8,RC4
140.75,66.16711796655495,4.221928092146242,-0.9404922476236268,0.05433663383401121,26,252,226,19,727ed1f49339af5c1a8e833cb78caf49fc30f7ae,RC4
136.0,63.456284164769684,4.221928092146242,-0.7618314790026228,-0.17899304913541356,19,249,230,19,7271c2f99032db133095c12397a99377954fe596,RC4
145.0,62.53159201555642,4.321928092001972,-0.2678351014964484,-0.2512720989470066,9,255,246,20,7a79e9c9ad1ea46570a9db09938b83719553e5ff,RC4
133.05,76.98407302812706,4.321928092001972,-1.2163480120459071,-0.3009714034287161,7,244,237,20,2c07c2eca30daf121b83c35a81d8e06dbe62f49e,RC4
122.3,56.787410576641015,4.221928092146242,-0.9225921221022837,-0.46608149448777064,10,209,199,19,3278cb97a332996c0a94811f8c95a049b536d1a4,RC4
131.25,61.869924034218755,4.221928092146242,-0.49081666318749084,-0.46219004668661007,9,225,216,19,0966e1dbb861aa5f2694d80997b69b6e96589184,RC4
138.75,68.86572079053555,4.221928092146242,-0.8193461312205987,-0.2733419615854728,13,251,238,19,3374e3f1ab0f8a753090fb0db7b79d558f66c8be,RC4
136.6,71.61452366664182,4.121928092290512,-0.8611249781835566,-0.1807755503105104,4,251,247,18,194cf991a627a86b04a1fb2dbea9a669a756f4a9,RC4
135.35,60.99202816762204,4.321928092001972,-0.6342358648326338,0.22326249195151468,29,254,225,20,3257f0928e1d8c4039d3db5efe918370947597aa,RC4
135.4,79.28770396473844,4.321928092001972,-1.008253642161007,-0.3026582960968615,2,250,248,20,1306fa9686029f67798bdd12aed4b375f733f2a4,RC4
136.75,67.93369929571037,4.321928092001972,-0.6989671292636275,-0.5651880334407962,0,249,249,20,3572a8d3ac6cbf6b3092f909abb3bb00be49c7a0,RC4
126.35,71.17181675354367,4.221928092146242,-0.9737061670544405,-0.30963394554324464,14,251,237,19,1779a2fb9721811010b3c20e94a3bb56b570e188,RC4
147.9,63.830948606455784,4.221928092146242,-1.15210971206043,0.1979808769197411,46,255,209,19,7453edf69537875c2eadd55dff95e74c9c72cf84,RC4
127.3,65.31240310997597,4.221928092146242,-0.7618363605182497,-0.22691066153608605,10,251,241,19,1b79a9fbb22388630a98dc25888fa26fb131c38a,RC4
131.25,79.74514091780138,4.121928092290512,-1.103489553520126,-0.36192539605524016,3,246,243,18,0568daf1b422de11039ad2058b93a578ac59f69a,RC4
138.0,68.99275324264136,4.121928092290512,-1.1349236812372006,-0.29187208622779803,18,254,236,18,2b5dded1b512b8442ab2c21e928ca15db574cffe,RC4
132.8,72.88662428731351,4.321928092001972,-1.2317251144921164,-0.2505330400470627,7,240,233,20,1759cfc9f007d95619abc6258b82b5499e57e89b,RC4
137.4,69.30541104416018,4.321928092001972,-0.8362849617692754,-0.19215311842226754,1,249,248,20,324fd8c08718994801d1f952f6b580749e76ca89,RC4
137.4,82.12393073885346,4.221928092146242,-1.3313050384072218,-0.2384405438439776,4,247,243,19,2951ecf4ac10bd6a04b5dd2f8fac860cf747f1be,RC4
138.45,63.767134952105216,4.321928092001972,-1.0468245580684117,-0.20649066861929333,29,244,215,20,3b6be396891dbb6131d8cd21bead867daa4df4a0,RC4
140.25,66.53410779442376,4.321928092001972,-0.8359994123826229,-0.17900259529810297,8,251,243,20,0873aacf942f827233a4d93df68ab04cbe6bfbbd,RC4
134.65,68.64348111802023,4.321928092001972,-0.9611001883839561,-0.25725539240073164,20,252,232,20,2a7cecc9971abe143ca2871da9ad957efc54d09c,RC4
133.4,62.503919877076505,4.321928092001972,-0.9011983023781305,0.08067048277395888,33,246,213,20,2168f6e3912c936c24adc15e8a8399518240e6bf,RC4
131.6,74.89085391421304,4.121928092290512,-1.1857384885407212,-0.3402992191695113,11,245,234,18,0b79d1f5961193721e94d13bb0b1e00b8635d7b6,RC4
129.25,71.02877937850262,4.321928092001972,-1.0677809016453015,-0.35566613412741244,9,240,231,20,1009d8d1b921836c2cb8f012a58f9563b476d280,RC4
139.1,65.2364162105798,4.321928092001972,-1.1729994084409197,-0.262451410466672,23,237,214,20,2971edc2ac17dc642ea4875992b5e652be35c8a6,RC4
137.05,74.74923076527277,4.321928092001972,-1.0956564244916662,-0.33664306291725593,11,252,241,20,254cdaea9216d34b0b88fc0c9fa9be75bc6ed6a4,RC4
143.7,69.31817943368104,4.321928092001972,-0.9914605026262122,-0.3054837585677186,18,247,229,20,1b5de2c48334a0772c95f712b0b2ee6ebd6de7b5,RC4
126.65,62.042948833852186,4.121928092290512,-0.4760703917853242,-0.17572429245533694,12,250,238,18,760cdc968c309a4b7194c40d8f8fa040a94594fa,RC4
135.45,70.81346976388038,4.221928092146242,-1.1844644725585778,-0.13845149339018747,16,248,232,19,1a6dd1e2b427891030d1c35c9d8be75a8840f89e,RC4
137.05,76.09564705027483,4.221928092146242,-1.1835735092374353,0.014494901902742456,18,250,232,19,766bfaf9a52784122c83f719f392b24b8333cbbd,RC4
139.6,72.00097221565831,4.321928092001972,-1.1831195896362656,-0.2639654514302232,4,239,235,20,176fd6d79937df5f3f8ee70494d5ef48ac4bcb8d,RC4
140.3,75.62479752039009,4.221928092146242,-1.3102861681614038,-0.32686772179264983,5,247,242,19,054ddfc3ba3fbd153eb8f72c9fb8af60f340dbaa,RC4
135.9,69.5420016968163,4.221928092146242,-0.7799869443660579,-0.14653227657235454,1,246,245,19,016bf6ce8e6cdd1625b8e05e8fa5875c874bf38a,RC4
133.1,70.15547020724755,4.221928092146242,-0.7686087231184828,-0.3091679051772087,9,248,239,19,7609e1c08b0f9c5f31b18059a19abd0da16cecf8,RC4
129.7,76.88179238285225,4.221928092146242,-1.2516703468881474,-0.07584438936874646,11,255,244,19,0b48afe0813299400cd4ff12aa86e4608e34e4a9,RC4
139.2,63.94341248322614,4.321928092001972,-0.5698635032588371,-0.10791295879107779,5,250,245,20,744fe9e0863ed27527d48505a8b3826a886efa8d,RC4
135.1,65.7228270846591,4.121928092290512,-0.697532723409859,-0.3810676427792751,12,243,231,18,1652aef3b76ca8720caecd1e92b6977d8e34ee97,RC4
131.5,69.93818699394488,4.221928092146242,-0.8479389000687418,-0.16144553403569617,8,241,233,19,220de995f02da547088e8059ada8956df17bd48a,RC4
156.25,70.85116442232972,4.121928092290512,-1.1786929170635978,-0.31754550224566086,11,246,235,18,7b58c1d6f264d34a0b95c13bf2d58555f162d2f6,RC4
145.2,72.59449014904644,4.221928092146242,-1.0400498749847231,-0.10516213441531762,5,255,250,19,777edaf9f934be6c2e84c205ffd585488a40d382,RC4
134.6,65.81975387374219,4.321928092001972,-0.863703024451258,-0.38151290122724263,2,233,231,20,2954e9e6ae25ad672ba58402b5b18063a977dab8,RC4
142.25,77.12773495961099,4.321928092001972,-1.1257515441306252,-0.1485991164758863,1,250,249,20,154af3e88e01ac717f86e62dae83e34df53897fa,RC4
154.0,59.444932500592515,4.221928092146242,-0.05340450580549261,-0.20107772923537445,9,249,240,19,727be2d5f962b1677d97f909b3969d5aa077ef95,RC4
132.2,78.45992607694708,4.321928092001972,-1.1496988556216334,-0.2501294883296652,5,251,246,20,1b6add98841ed8140b9af00596b59f74a652e1fb,RC4
120.95,64.07532676467596,4.221928092146242,-0.8363790201141428,-0.16369706663681566,6,243,237,19,2e57ae958f3dad151db98006f3d58543906f959d,RC4
126.4,65.05566846939627,4.021928092434781,-1.1301880030646456,-0.40073174078757956,6,211,205,17,2665d290aa069a4b33aad30fa0d1a04b8c48c8a7,RC4
131.85,82.85425456788565,4.321928092001972,-1.3936585143029294,-0.09640275382306207,10,254,244,20,190afed3f424b31038a9d8138892a44af75bd187,RC4
146.25,62.73266692880193,4.321928092001972,-0.7343580331952078,-0.28484348733340753,15,245,230,20,366fc3c6f532836a78d2c45e9f8be60f9d76e8a5,RC4
135.65,59.789024912604155,4.221928092146242,-1.167358329748316,-0.05412516657590074,35,223,188,19,3566d6d88b318364238fdf3893d2856db159d8ab,RC4
134.6,81.35318063849748,4.321928092001972,-1.3170055651548613,-0.3277971499555603,1,253,252,20,066fe1cbb937be1020b0df3cb19a9801fd42edaa,RC4
132.5,61.05120801425636,4.321928092001972,-0.7165296028180097,-0.4476932779766712,11,235,224,20,740bd4ebb13f841e71b8c22592aca77cb7489387,RC4
133.0,67.70967434569451,4.121928092290512,-0.6208083162260225,-0.07827962505577013,11,251,240,18,265ce392f711816d7081fb328b88be0bb57b92bb,RC4
125.3,71.06131155558558,4.321928092001972,-1.069400587745708,-0.30998487113127404,0,234,234,20,0008d3eaa464d2172daade399799a77095329484,RC4
135.5,66.84197782830786,4.221928092146242,-1.02698041872044,-0.027161136766310167,35,250,215,19,284cabeeac23815727b5fa248199af70a068ebbc,RC4
142.5,71.11434454454319,4.221928092146242,-0.9554338226974872,-0.12209023305513401,6,252,246,19,726cd1d0f106aa723fabda24868a954afc3490f9,RC4
129.9,86.25479696805273,4.121928092290512,-1.3267054753090826,-0.2677167172250032,5,253,248,18,050ec2e4f311a7110786f30db7a4ac74b66690fd,RC4
141.0,68.56748500564973,3.9841837173266077,-0.7808638801424292,-0.22156743240965787,7,244,237,17,7a07e8f49318a25331a7f05dbfa2a253ac6ced87,RC4
136.1,76.41001243292662,4.121928092290512,-1.2520743115489328,-0.22742547781668507,12,250,238,18,1947c1d2f71cbc72198ee70cb3a49249be47faa3,RC4
135.55,59.9203429562949,4.321928092001972,-0.1990820891724483,-0.5849393889783696,8,231,223,20,0879dfe7ac10866f2cb3ce5a9db88f73a1709a96,RC4
131.55,69.30835086769848,4.121928092290512,-0.9406248343976733,-0.32510136180470567,5,250,245,18,0559d2d1aa2db3682e92fa06818bbc4cb459c9aa,RC4
145.3,74.15665850077119,4.321928092001972,-1.1670486353350749,-0.32843113837215276,19,247,228,20,215eedcfba238a5613d2c21fa8a2e37ff368f79e,RC4
136.5,75.15417486740174,4.221928092146242,-1.2789074113046504,-0.17811601104290678,2,249,247,19,284af9e28118be5c3ba9d60281baa651f240cfbb,RC4
134.85,71.29745787894544,4.221928092146242,-1.311692115236129,-0.05248720302406075,15,247,232,19,0f47c298af3fdf4d23badc38928e9c4aa838f1f7,RC4
143.3,67.84474924413827,4.221928092146242,-1.1702937388685548,-0.011558563304316585,34,255,221,19,335edcd18f26a76c2284de3fffa6e06c9059f09f,RC4
134.2,74.69645239233253,4.221928092146242,-1.0934411500151853,-0.24850880461629998,4,241,237,19,045beef1b9318d1e0f87e028abadb2639671eea9,RC4
127.2,73.45515638809844,4.221928092146242,-1.0868085865904964,-0.2702471639840342,7,246,239,19,257ec2cbb123a11307d3840789af8c4bf66ae381,RC4
127.8,74.22775761128717,4.321928092001972,-1.184057409311381,-0.2430664914059082,0,240,240,20,2d4aa2c99a1b84480492d900f0b9e761b338c48a,RC4
145.0,77.3989664013674,4.321928092001972,-0.8375105184458698,-0.4336703411420431,0,249,249,20,0d59f7d4f56cbf4800a2c3098199bb7aac6feaf9,RC4
126.4,71.78398150005334,4.321928092001972,-1.1308466192737987,-0.28878348430020734,8,240,232,20,3955ae958c2ca6102dabee0ea5ac9a08f070c0ba,RC4
136.2,59.91544041397008,4.321928092001972,-0.6479061033136069,-0.407279376430756,7,234,227,20,706eeac6b430bf542fa8de07b586ac4aa06d9095,RC4
151.05,82.95810689739731,4.021928092434781,-1.3411874882456942,-0.3481617196596946,7,252,245,17,0767cdd7f913d24425aff231b6b69948fc6ef2f9,RC4
138.75,67.0454137133928,4.221928092146242,-1.2805862787822069,-0.2062656773784526,32,245,213,19,2f7ea9f5b420df602397d83a8bd19f41ad44d7a9,RC4
142.7,70.21759038873378,4.221928092146242,-1.0670295116813142,-0.13557497784577116,16,249,233,19,1065f1f9b831de521ea8de5b8d98b4748c46efa1,RC4
127.15,73.9731539141059,4.321928092001972,-1.359245812860612,-0.3550497889316088,1,227,226,20,2b0ec2d2af2fa11379a78033b7d5e3018146d1b5,RC4
142.65,70.82250701577854,4.221928092146242,-1.3013516622165004,-0.07235435233293346,27,253,226,19,3359d8f5b91bae633986e528b0a9e24bb05791fd,RC4
141.75,67.87331950037512,4.321928092001972,-0.851892739342988,-0.33283619925535485,10,250,240,20,104dfae0aa6593567896d30abfb7bd488c4fe8bb,RC4
135.9,70.86741141032316,4.321928092001972,-0.8355426402714525,-0.2142216477105369,8,248,240,20,1b08f693f861ae4b1194db3ab0a88274b378e38a,RC4
127.5,76.8482270452611,4.221928092146242,-1.206101720812733,-0.0629034015476328,15,246,231,19,154ef6cbf132b91613b2862ea587a10f927093f6,RC4
127.75,72.5264606884963,4.321928092001972,-0.9412428854383847,-0.15989012732084573,2,254,252,20,1771fed5b502a51e26818521aea39c40a879f596,RC4
129.7,66.40188250343509,4.321928092001972,-1.1444849606200884,-0.14607899015219838,16,241,225,20,1357c3c0a738a44310d0f1538ca886499237e09f,RC4
151.05,63.39674676195933,4.121928092290512,-0.7444222281885486,-0.2745171966347436,13,243,230,18,7575f1f3a361a7513ed0c10da2b8e4748a51edad,RC4
138.05,70.58645408291878,4.221928092146242,-0.8845829610755653,-0.1439695240376534,2,245,243,19,344af492f50291671db5da5dae96be728f37f59e,RC4
135.7,59.36926814438595,4.321928092001972,-0.6625097659151433,-0.20808204050299517,29,237,208,20,275eeb95921da2737fbaed208cb7935f8055c3be,RC4
133.95,67.78751728747706,4.221928092146242,-0.8148776535159716,-0.27045392512394634,10,247,237,19,3770d5e3821e805c10d2f70aa1b5876ba56bc59c,RC4
121.15,65.78394560985227,4.321928092001972,-0.6570919269312787,-0.25061641561895087,6,234,228,20,064eeae5a70c8f562cb28c079681825d8971c695,RC4
139.1,60.14889857678194,4.321928092001972,-0.604816081796212,-0.29722827174928645,15,235,220,20,757bdecd980fbb612893e23385999576974febb6,RC4
128.6,71.67175175757882,4.121928092290512,-1.214041413313271,-0.07115976254320602,23,240,217,18,1b5ee1e0f01786173eaee31ba09385419e63c387,RC4
137.45,63.643911727674315,4.321928092001972,-1.119125428079896,-0.3812310627904308,22,231,209,20,3558c2d4ac16861f31d9c052a9abe76aa073c49b,RC4
134.25,58.90065789106264,4.321928092001972,0.0695248003907123,0.005956978544028242,2,248,246,20,0279aa968f679f512f85e05a90929d698b54eff8,RC4
129.95,73.52310861219077,4.121928092290512,-0.9618694990935186,-0.393904235848617,1,254,253,18,7054d1c8b0048810208fc03cfeb69e01b66dd18c,RC4
137.85,58.46731993173623,4.321928092001972,-0.5051507515895368,-0.14209826798772593,14,243,229,20,394feec6883d92610eadc35ea8aa9877a76cf38e,RC4
129.05,67.7919427365819,4.221928092146242,-0.8430396933665762,-0.24842066043369204,0,249,249,19,0757c8f98c33a74d00d9c5588f83b44d9643c0a1,RC4
144.65,68.43995543540338,4.321928092001972,-0.9321864057116289,-0.15049842760356819,18,255,237,20,767dd1f2f523831233a3c15fff82ae419d64ccb7,RC4
120.2,55.13764594177013,4.121928092290512,-0.255089499221441,-0.2600191789894116,16,239,223,18,117eae969810b345788380398f8d834d9631ef9b,RC4
140.5,69.70258244857216,4.221928092146242,-0.8497264806639322,-0.263773276601335,10,254,244,19,710afec0f9379b711ba3e129af84b37c9447c9b7,RC4
131.75,71.06326406801196,4.321928092001972,-1.0740364470295511,-0.4447877185732012,9,243,234,20,1609f3d39832bd1f10a9d658a4aea27a8769c0bb,RC4
136.8,85.50766047553869,4.121928092290512,-1.485256082209642,-0.21908426912498055,1,252,251,18,014ad8d9f934b91f24aff726af93b10ba944d8fc,RC4
134.4,65.1309450261548,4.321928092001972,-0.4196289814878216,-0.1988153567290639,3,248,245,20,774af4d3843da66903a4f80fa585924f976fce9b,RC4
130.6,64.48519209865161,4.321928092001972,-0.8213124590320802,-0.4290954582455364,2,230,228,20,744dcfe6ac30815c0293860cb3b5bc49ad50d59f,RC4
136.3,71.32047391878436,4.021928092434781,-1.132185010192001,-0.32235613280893965,20,236,216,17,146acdebb41e8f5619aaec1995b4b34bad66ebac,RC4
139.6,64.55183963296476,4.321928092001972,-0.9517997786172692,0.07767086427611174,38,245,207,20,326cddefaa26a44f2882f53d90b49f72a26ef486,RC4
142.95,70.0917077834461,4.321928092001972,-1.046532030185711,-0.18211426216975707,14,254,240,20,0e75c3caa23cbf541f81fe3af28db46eb650f3b8,RC4
139.75,65.91424352899759,4.321928092001972,-0.5939347500462366,-0.03366690000357977,3,247,244,20,2f74f1988466896f3facf703ada6e057f6489b95,RC4
127.45,74.49662744044188,4.321928092001972,-0.8574351937946609,-0.3821987869782148,1,246,245,20,7b0df0d29013a47203b38c24f6b191019279c682,RC4
150.65,75.26770555822729,4.221928092146242,-0.9877871199808541,-0.44561738354887703,1,255,254,19,7165ccf3af64df4d1dd0d72196b5ef01a062d0ff,RC4
